finalserialno	serial	a01	a02	a03	m02_1	m02_2	m02_3	m02_4	m02_5	m02_6	b01	b02	b04	b05	b0601	b0602	b0603	b0604	b0605	b0606	b0607	b0608	b0609	b0610	b0611	b0612	b0613	b0614	b0615	b0616	b0617	b0618	b0619	b06a	b07	b09	b12_1	b12_2	b12_3	b12_4	b12_5	b12_6	b13_1	b13_2	b13_3	b13_4	b13_5	b13_6	c01	c02_1	c02_2	c02_3	c02_4	d01	d02	d03	d04	f01_1	f01_2	f01_3	f01_4	f01_5	f01_6	f01_7	f01_8	f01_9	f01_10	f01_11	f01_12	f2	e01	g01_1	g01_2	g01_3	g01_4	g01_5	g01_6	g01_7	g01_8	h01	i01_1	i01_2	i01_3	i01_4	i01_5	i01_6	i01_7	j05	j06	j01	j08	j10	j11	j12	k01	k02	k03	k11	k1201	k1202	k1203	k1204	k1205	k1206	k1207	k1208	k1209	k1210	k1211	k1212	k13	k14_1_01	k14_1_02	k14_1_03	k14_1_04	k14_1_05	k14_2_01	k14_2_02	k14_2_03	k14_2_04	k14_2_05	k14_3_01	k14_3_02	k14_3_03	k14_3_04	k14_3_05	k14_4_01	k14_4_02	k14_4_03	k14_4_04	k14_4_05	k14_5_01	k14_5_02	k14_5_03	k14_5_04	k14_5_05	k14_6_01	k14_6_02	k14_6_03	k14_6_04	k14_6_05	k14_7_01	k14_7_02	k14_7_03	k14_7_04	k14_7_05	k14_8_01	k14_8_02	k14_8_03	k14_8_04	k14_8_05	l01	l02	l03	l04	l09	m01	n04a	n03	p01	p02	p03_1	p03_2	p03_3	p03_4	p03_5	p03_6	p03_7	p03_8	p03a	p03b	p04_01	p04_02	p04_03	p04_04	p04_05	p04_06	p04_07	p04_08	p04_09	p04_10	q01_1	q01_2	q01_3	q01_4	q01_5	q02_1	q02_2	q03_1	q03_2	q03_3	r03	r04	r05	r05a	s01_1	s01_2	s01_3	s01_4	s01_5	s01_6	s01_7	q11	q12	t01_1	t01_2	t02	u01	u03	u05	v01	v04	v05	v06	w01	w02	w03	w08	w09	w11	w12	w13_1	w13_2	w15_1	w15_2	w15_3	r6	x01_1	x01_2	x01_3	x01_4	x01_5	x01_6	x2	x3	k06	k08	y01	y03	y04_01	y04_02	y04_03	y04_04	y04_05	y06	y07	y08	y09	y10_banded	Age	y11	y12a	education	y17	y17a	y18	y18a	y22	y23	y24	y25	y26	y45	y46a	y47	y48_1	y48_2	y48_3	y48_4	y48_5	y48_6	followup1	followup2	q1_cses	q2_cses_1	q2_cses_2	q2_cses_3	q2_cses_4	q2_cses_5	q2_cses_6	q2_cses_7	q2_cses_8	q3_cses_1	q3_cses_2	q3_cses_3	q3_cses_4	q3_cses_5	q4_cses_1	q4_cses_2	q4_cses_3	q4_cses_4	q4_cses_5	q5_cses	q6_cses	q7_cses	q8_cses	q9_cses_1	q9_cses_2	q9_cses_3	q9_cses_4	q9_cses_5	q9_cses_6	q9_cses_7	q10_cses_1	q10_cses_2	q10_cses_3	q10_cses_4	q10_cses_5	q10_cses_6	q10_cses_7	q11_cses_1	q11_cses_2	q11_cses_3	q11_cses_4	q11_cses_5	q11_cses_6	q11_cses_7	q12_cses_1	q12_cses_2	q12_cses_3	q12_cses_4	q12_cses_5	q13_cses	q14_cses	q15_cses	q16_cses	q17_cses	q18_cses	q19_cses	q20_cses	q21_cses	q22_1_cses	q22_2_cses	q22_3_cses	q24_cses	q25_cses	region	recontact	agency	Constit_Name	Constit_Code	pano	Interview_Date	total_num_dwel	total_num_hous	num_elig_people	nr_calls_1st	reissue	nr_calls_reissue	sel_wt_capped	wt_demog	wt_demog_cses	wt_vote	wt_vote_valid	edlevel	turnoutValidationReg	validatedTurnoutBinary	ns_sec	ns_sec_analytic	seg	sc	mii_coded	msoa11	imddecile
36819	000002181	brexit	0	1	5	2	5	4	5	2	1	1	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	4	4	3	1	4	4	2	3	3	3	2	2	1	1	4	5	4	3	 	 	2	4	5	5	2	2	1	2	1	5	5	1	5	3	4	7	4	9	-1	-1	-1	 	 	7	 	 	8	0	7	-1	0	2	1	7	1	1	2	2	8	1	5	2	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	3	2	3	7	4	1	2	3	2	2	-1	-1	-1	10	-1	 	 	0	1	1	1	0	0	0	0	1	0	0	0	3	3	2	 	 	2	1	2	1	2	4	5	1	1	1	10	8	0	6	 	 	1	1	5	2	8	7	3	2	1	3	 	 	4	1	2	1	1	1	1	1	3	1	4	1	4	1	1	2	1	1	2	5	2	1	1	14	2	0	1	0	0	0	1	5	1	2	3	41	1	1	1	1	 	 	 	1	3	 	 	1	1	1	1	1	0	0	0	0	0	1	1	2	2	2	2	4	2	4	2	2	4	4	1	5	5	3	4	4	2	2	3	4	1	3	10	1	4	0	 	 	5	9	3	4	3	5	 	 	2	7	6	0	7	 	 	4	2	4	4	2	2	4	4	1	 	2	2	1	2	1	0	0	2	41	North West	2	2	Wigan	E14001039	618	14/07/2017	1	1	2	2	0	0	1.121963692	.725960767371342	.805905427195086	.668309755242114	.674980512082527	5	1	1	31	12	40	10	15	E02001292	9
36820	000003715	education fees	-2	2	3	4	1	4	2	4	1	-2	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	 	4	2	2	3	3	3	2	3	2	1	2	2	2	2	2	3	2	-2	2	 	 	3	4	2	4	2	2	1	1	2	3	2	3	3	1	1	0	2	5	1	1	 	 	3	 	 	3	1	2	3	2	2	2	3	2	2	2	3	4	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	4	2	2	2	2	0	2	1	1	4	4	4	7	5	 	 	6	2	0	1	0	0	0	0	0	0	0	0	3	3	3	 	 	3	3	2	3	3	1	3	2	2	0	2	5	5	3	 	 	2	2	3	3	5	0	3	-2	2	1	 	 	1	 	2	11	-1	2	2	1	1	5	2	2	3	1	1	2	2	2	2	4	-2	2	2	14	2	0	0	0	1	0	1	7	3	1	4	45	1	2	0	1	 	 	 	2	1	 	 	1	1	1	3	1	0	0	0	0	0	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	North West	2	2	Wigan	E14001039	618	20/09/2017	1	1	2	3	1	2	1.121963692	1.13907099358493	 	 	1.34905157399885	0	3	0	 	 	 	 	2	E02001292	9
36821	000002177	brexit	0	2	2	2	2	2	2	3	1	1	 	1	0	0	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	 	1	 	2	4	2	1	4	4	2	2	2	2	2	2	2	1	5	5	1	1	 	 	2	2	3	2	4	1	3	3	2	4	5	3	4	1	5	10	2	8	6	-1	-1	 	 	4	 	 	5	0	4	4	0	2	1	5	3	1	3	3	5	1	4	2	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	3	3	4	2	1	4	3	2	0	10	0	3	10	4	 	 	2	1	0	0	0	0	0	0	0	0	1	0	3	2	3	 	 	3	3	3	3	3	3	3	2	3	1	9	0	0	0	 	 	2	2	4	2	10	2	3	2	1	3	 	 	2	 	2	1	1	2	1	1	3	4	3	2	1	1	1	2	1	1	2	5	2	2	2	13	2	0	0	0	1	0	1	4	1	2	5	57	1	1	1	3	 	 	 	2	2	 	 	1	1	1	1	1	0	0	0	0	0	1	2	3	2	2	4	2	5	4	3	4	3	4	2	4	5	3	3	3	2	3	3	3	1	1	8	3	6	9	 	 	2	10	8	5	9	2	 	 	0	6	5	0	4	 	 	5	3	4	2	3	3	5	3	1	 	2	2	1	2	1	0	0	2	57	North West	2	2	Wigan	E14001039	618	14/07/2017	1	1	2	2	0	0	1.121963692	.673648642568523	.669651327170583	.652987359326016	.629617714537787	5	1	1	41	20	51	20	15	E02001292	9
36824	000002180	brexit	2	2	2	4	3	2	2	2	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	2	3	2	1	2	2	2	2	3	2	1	2	2	4	3	4	2	2	 	 	2	3	3	4	3	4	5	3	2	4	3	3	4	3	8	5	6	7	-1	-1	-1	 	 	4	 	 	2	10	7	-1	-1	1	1	2	3	2	3	2	5	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	3	3	5	2	2	7	2	1	8	9	3	8	10	-1	 	 	9	2	0	0	0	0	0	0	0	0	1	0	3	1	3	 	 	1	2	1	3	-1	4	1	3	3	10	0	2	2	0	 	 	1	1	5	1	1	0	3	3	2	4	 	 	1	 	1	2	2	1	2	1	5	3	4	4	5	-1	1	2	-1	-1	-1	3	3	2	2	4	1	0	0	0	1	0	2	4	3	2	8	87	1	1	7	11	 	1	1	2	2	 	 	4	1	2	2	1	0	0	0	0	0	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	North West	2	2	Wigan	E14001039	618	15/07/2017	1	1	1	3	0	0	.560981846	.494426778995104	 	.746143150846182	 	3	 	 	41	20	51	20	15	E02001292	9
36825	000003714	nhs	2	2	5	5	5	5	5	5	1	2	 	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	1	2	2	1	2	1	1	2	1	2	1	1	1	1	1	2	1	2	 	 	1	5	4	2	4	2	4	3	3	4	4	4	5	3	4	1	5	4	4	4	5	 	 	5	 	 	7	6	6	6	6	1	2	2	3	3	3	3	6	1	12	2	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	3	4	4	6	2	2	1	3	2	6	6	6	7	3	6	 	 	7	2	0	0	0	0	0	0	0	0	1	0	2	3	2	 	 	1	2	1	2	2	2	3	3	3	7	4	4	4	4	 	 	2	1	3	4	3	1	3	3	2	3	 	 	2	 	1	2	2	2	2	2	2	2	3	3	3	2	2	1	1	2	1	3	3	2	2	14	1	0	0	0	1	0	1	6	3	1	5	55	1	2	0	11	 	1	1	2	1	 	 	3	1	1	1	1	0	0	0	0	0	1	1	2	1	3	5	1	5	1	3	5	1	1	5	1	1	1	1	1	1	1	-1	2	1	2	7	0	1	10	 	 	0	10	0	0	-1	0	 	 	8	0	1	5	3	 	 	5	2	5	1	4	5	5	5	1	 	1	2	1	2	1	0	0	1	55	North West	2	2	Wigan	E14001039	618	20/09/2017	1	1	1	5	1	3	.560981846	.471570602306373	.595582773499218	.486170141997134	.535207064149279	0	1	1	121	60	60	31	1	E02001292	9
36917	000000154	immigration - too many coming in what about in 20 years when they all have kids - hopitals will not be able to cope	-1	2	4	3	4	2	4	4	1	2	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	-1	-1	2	1	3	4	-1	-1	-1	2	1	3	2	2	4	4	2	2	 	 	2	2	2	4	3	2	4	4	2	4	4	4	3	1	7	7	4	7	-1	-1	-1	 	 	10	 	 	1	6	-1	-2	-1	1	1	3	2	1	3	4	6	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	3	4	3	2	3	3	2	3	2	1	10	5	7	-1	10	-1	 	 	8	2	0	1	0	0	0	0	1	0	0	0	3	3	-1	 	 	1	2	2	2	-1	4	4	3	1	7	1	3	5	2	 	 	2	-1	4	2	5	5	3	3	1	4	 	 	4	2	2	-1	3	2	1	3	4	4	4	4	3	1	-1	2	-1	-1	2	5	3	2	1	-1	5	0	0	0	1	0	0	 	3	1	4	51	1	1	16	4	 	 	 	 	 	1	 	1	1	1	2	1	0	0	0	0	0	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	North West	2	1	Workington	E14001053	636	19/07/2017	1	1	2	3	0	0	1.121963692	1.13907099358493	 	1.11241842505299	1.22957774750913	2	1	1	91	40	120	40	12	E02003967	3
36918	000000010	NHS -  DO NOT SEEM TO BE GETTING FORWARD- WORSE-CARING HAS GONE OUT OF THE JOB PEOPLE AT THE TOP	2	3	2	4	4	2	4	2	1	2	 	1	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	 	2	3	2	2	2	2	4	2	2	2	2	2	2	2	4	5	2	2	 	 	2	3	4	4	4	4	-1	4	4	2	4	5	5	3	8	6	9	8	6	5	-1	 	 	5	 	 	1	10	3	-2	-1	1	1	2	4	1	3	3	2	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	3	3	7	2	2	1	2	1	7	2	3	-1	2	-1	 	 	9	2	0	0	0	0	0	0	0	0	1	0	3	3	3	 	 	1	2	1	-1	-1	3	-1	2	-1	10	0	0	0	0	 	 	3	3	4	2	1	2	3	3	2	3	 	 	2	 	2	-1	-1	-1	2	5	6	4	4	4	4	1	-1	1	-1	-1	2	5	3	2	2	-1	1	0	0	0	1	0	3	8	3	1	7	81	1	2	0	11	 	1	1	1	1	 	 	1	1	1	3	1	0	0	0	0	0	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	North West	2	1	Workington	E14001053	636	28/06/2017	1	1	2	1	0	0	1.121963692	1.08996576019513	 	1.09194866902074	1.12810770671425	0	1	1	100	50	80	32	1	E02003967	3
36921	000000226	immigration more and more coming in	-1	3	4	5	4	4	4	4	1	1	 	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	1	0	0	0	 	2	 	2	3	2	2	3	3	2	2	3	3	2	2	3	2	4	4	3	1	 	 	2	2	5	4	4	2	-1	4	2	4	4	4	4	1	3	5	7	3	3	-1	-1	 	 	7	 	 	5	6	9	-2	5	1	2	5	3	2	3	-1	5	2	 	1	0	1	1	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	3	2	3	3	3	2	2	5	2	1	7	7	7	-1	10	-1	 	 	8	2	0	0	0	0	0	0	0	0	1	0	3	3	1	 	 	1	2	2	2	-1	3	3	2	3	0	10	5	0	0	 	 	3	1	2	2	3	0	3	2	2	4	 	 	2	 	2	1	1	1	1	1	3	4	2	4	4	1	-1	2	-1	1	2	5	2	2	2	8	1	0	0	0	1	0	3	3	3	1	8	86	1	2	0	11	 	1	1	2	2	 	 	4	1	1	3	1	0	0	0	0	0	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	North West	2	1	Workington	E14001053	636	31/07/2017	1	1	1	5	0	0	.560981846	.544982880097565	 	.476665500517927	.701784274802172	0	2	0	123	60	90	32	12	E02003967	3
36923	000000041	nhs - waitingntimes -	1	4	4	4	4	4	4	3	1	1	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	2	 	-1	3	-1	2	3	3	-1	2	-1	-1	2	2	4	2	3	4	4	1	 	 	3	2	4	4	4	2	-1	3	4	3	3	2	4	1	5	5	-1	-1	-1	-1	-1	 	 	-1	 	 	5	5	5	-2	-2	1	1	4	3	1	2	-1	0	2	 	1	1	0	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	4	-1	2	3	3	2	1	5	2	2	-1	-1	10	-1	-1	-1	 	 	10	1	0	0	0	0	0	0	0	0	1	0	-1	2	-1	 	 	2	1	2	1	-1	4	-1	-1	-1	0	10	3	0	0	 	 	2	-1	4	2	5	0	3	2	-1	4	 	 	2	 	2	1	1	2	-1	1	-1	5	2	5	3	1	2	2	-1	-1	-1	5	2	2	1	10	1	0	0	0	1	0	3	6	3	2	4	52	1	1	10	1	 	 	 	1	1	 	 	1	1	1	1	0	1	0	0	0	0	1	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	North West	2	1	Workington	E14001053	636	01/07/2017	1	1	3	2	0	0	1.682945538	1.5501052133164	 	1.33111289317095	1.33180725406088	2	1	1	71	30	60	31	1	E02003967	3
37001	000000086	nhs- lack of fnuding cap on wages	-1	2	2	2	2	4	5	3	1	1	 	2	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	-1	-1	3	1	3	4	-1	-1	2	1	2	3	1	2	3	4	3	1	 	 	3	2	4	2	3	2	1	5	2	4	2	5	3	1	-1	8	3	5	-1	5	-1	 	 	-1	 	 	3	7	-1	-1	-1	1	1	4	3	1	1	2	6	1	13	2	 	 	 	 	 	 	 	 	 	 	 	 	1	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	-1	-1	2	-1	4	1	3	2	1	10	-1	-1	-1	10	-1	 	 	5	2	0	1	0	0	0	0	0	0	0	0	3	3	3	 	 	3	3	2	2	2	3	2	2	3	10	10	0	10	0	 	 	3	-1	4	-1	5	1	3	8	-1	3	 	 	2	 	2	1	1	-1	1	4	4	3	2	2	2	1	-1	2	-1	-1	-1	5	-1	2	1	7	2	1	1	1	0	0	0	 	1	2	2	31	1	1	6	1	 	 	 	1	2	 	 	3	1	1	1	0	0	1	0	0	0	1	1	2	3	4	3	4	3	3	2	2	1	3	2	2	3	2	3	3	1	1	1	3	2	 	5	6	-1	7	 	 	-1	-1	-1	-1	-1	-1	 	 	6	6	-1	6	-1	 	 	3	2	3	3	4	3	4	5	2	1	2	2	1	2	1	0	0	2	31	North West	1	1	Workington	E14001053	636	10/07/2017	1	1	1	1	0	0	.560981846	.425771112062449	.508507310565363	.365160645527181	 	4	 	 	111	50	90	32	1	E02003970	6
37003	000000023	nhs- - p -where its going and what si going to happen - finncial crisis and getting worse how will they manage it in the future with the aging popultion	-1	2	4	4	3	4	5	4	1	1	 	1	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	7	1	 	-1	4	3	1	4	4	-1	2	-1	3	2	2	1	2	4	4	3	1	 	 	2	1	4	3	4	2	2	4	3	4	4	4	4	1	5	5	5	5	-1	5	-1	 	 	4	 	 	2	2	4	-2	6	1	2	4	1	1	1	-1	7	1	12	1	0	1	0	0	0	0	0	0	0	0	0	0	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	2	2	2	2	3	1	1	2	1	10	5	2	-1	10	-1	 	 	6	2	0	0	0	0	0	0	0	0	1	0	3	3	3	 	 	3	3	2	2	3	3	4	1	2	3	10	0	9	0	 	 	1	-1	5	1	0	4	3	8	1	2	 	 	2	 	1	2	2	2	1	1	5	2	2	2	2	1	-1	2	-1	-1	-1	5	2	2	1	7	5	0	0	0	1	0	0	 	1	2	3	37	1	1	2	1	 	 	 	1	2	 	 	3	1	1	3	1	0	0	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	North West	1	1	Workington	E14001053	636	30/06/2017	1	1	2	2	0	0	1.121963692	.725960767371342	 	.668309755242114	.674980512082527	4	1	1	41	20	51	20	1	E02003970	6
37016	000000100	terrorism	2	2	2	3	2	2	3	2	1	1	 	1	0	0	0	0	0	1	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	3	3	2	1	3	4	2	1	2	2	1	1	2	2	4	4	2	1	 	 	2	4	4	5	-1	2	3	3	2	4	3	4	4	3	5	5	7	3	-1	-1	-1	 	 	5	 	 	3	6	5	-2	-2	1	2	3	2	2	3	3	7	1	17	1	0	0	0	0	0	0	0	0	0	1	0	0	1	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	4	4	4	4	4	2	1	3	2	1	5	3	5	-1	10	-1	 	 	7	1	0	1	0	0	1	0	0	0	0	0	1	3	-1	 	 	1	1	2	2	-1	4	3	2	1	6	8	1	5	1	 	 	2	1	4	2	2	1	3	3	2	2	 	 	1	 	1	1	1	2	1	1	2	4	3	4	3	-1	-1	2	-1	-1	2	5	2	2	1	13	2	1	0	0	0	0	1	8	2	1	2	28	1	1	2	1	 	 	 	1	2	 	 	1	1	2	2	0	1	0	0	0	0	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	North West	2	1	Workington	E14001053	636	12/07/2017	1	1	2	2	0	0	1.121963692	.938614075013256	 	.799281934298209	 	4	 	 	60	20	52	31	11	E02003970	6
37020	000000040	too many immigrants	2	1	4	4	3	2	4	3	1	2	 	1	1	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	0	 	1	 	2	3	2	1	2	2	2	2	3	4	2	2	1	2	1	5	4	2	 	 	1	3	2	4	4	2	4	4	4	4	4	4	4	1	10	8	5	10	-1	-1	-1	 	 	8	 	 	2	8	2	2	2	1	1	4	4	1	2	-1	10	1	12	1	1	1	0	0	0	0	0	0	0	0	0	0	1	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	4	3	6	2	2	8	2	1	10	5	2	5	10	-1	 	 	2	2	0	0	0	0	0	0	0	0	1	0	2	1	2	 	 	1	2	2	2	-1	4	3	-1	1	10	0	0	0	0	 	 	1	3	4	2	4	0	3	3	2	2	 	 	1	 	2	1	1	1	1	2	4	4	4	4	4	1	1	2	1	1	-1	5	3	2	2	6	1	0	0	0	1	0	3	5	3	1	8	94	1	2	0	11	 	1	1	1	1	 	 	4	1	1	3	1	0	0	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	North West	2	1	Workington	E14001053	636	01/07/2017	1	1	1	3	0	0	.560981846	.544982880097565	 	.545974334510371	.639633313121439	0	1	1	32	12	22	20	12	E02003970	6
37021	000000088	terrorism	0	2	5	4	4	4	4	2	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	1	 	-1	-1	2	2	3	3	-1	-1	-1	-1	2	-1	3	2	2	2	4	0	1	2	3	2	4	5	4	2	2	-1	2	4	4	4	4	-1	6	-1	-1	8	-1	-1	-1	 	 	5	 	 	0	6	5	-2	-2	1	1	2	3	2	2	-1	5	2	 	1	0	0	0	0	0	0	0	0	0	1	0	0	1	0	1	0	0	0	0	1	0	0	0	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	0	0	1	0	0	2	3	4	2	10	-1	1	3	2	1	8	2	2	-1	10	-1	 	 	5	1	0	0	0	0	0	0	1	0	0	0	2	2	-1	 	 	1	2	2	2	-1	3	3	2	2	9	3	0	7	0	 	 	3	-1	5	1	2	1	3	1	-1	2	 	 	4	2	2	11	11	1	1	1	5	5	4	4	2	1	2	2	-1	-1	-1	2	1	2	1	11	2	1	0	0	0	0	3	6	3	1	2	28	1	1	13	1	 	 	 	1	1	 	 	1	1	1	3	0	0	1	0	0	0	1	1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	North West	2	1	Workington	E14001053	636	10/07/2017	1	1	2	3	0	0	1.121963692	1.30274590825326	 	1.63862699447731	1.52460777607923	3	2	0	50	20	22	20	11	E02003970	6
37022	000000087	terrorism	-1	4	4	4	4	-1	4	3	2	 	-1	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	2	 	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	-1	4	2	2	2	-1	0	2	 	 	4	-1	4	2	2	-1	-1	2	-1	-1	4	3	-1	-1	3	-1	-1	-1	-1	-1	 	 	5	 	 	-1	-1	-1	-1	-1	1	2	2	3	2	3	-1	0	2	 	2	 	 	 	 	 	 	 	 	 	 	 	 	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	3	3	-1	-1	-1	-1	2	-1	1	3	-1	-1	-1	-1	-1	-1	 	 	-1	-1	0	0	0	0	0	0	0	0	1	0	-1	-1	-1	 	 	-1	-1	-1	-1	-1	3	-1	-1	-1	0	0	0	0	0	 	 	-1	-1	4	2	5	0	3	1	-1	2	 	 	2	 	2	-1	-1	2	-1	-1	-1	4	-1	4	2	-1	-1	-1	-1	-1	-1	1	1	2	1	9	2	1	0	0	0	0	0	 	3	1	2	32	1	2	0	1	 	 	 	2	1	 	 	2	1	2	3	1	0	0	0	0	0	2	2	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	 	North West	2	1	Workington	E14001053	636	10/07/2017	1	1	2	3	0	0	1.121963692	1.30274590825326	 	1.63862699447731	 	0	 	 	125	60	150	40	11	E02003970	6
